,x1,x2,x3,x4,x5,y
0,88.96130138219736,94.34846548559608,52.77850339750724,48.63872760011557,8.061256111816729,675.7779157614191
1,8.601962274181608,79.74835747727879,83.5902458644612,80.7691278526594,97.0328070636283,1293.0333187484136
2,8.8564223065276,80.74682841296739,7.225172713244565,69.09499406562689,25.595165298750878,543.0473486705433
3,86.23379113385741,30.663359343218012,18.876804828621484,47.12360918385482,65.66157564983033,741.1343937188528
4,10.961468530592954,28.20828252217038,14.463785315105648,35.033604649488005,6.195349175816123,261.01230291504396
5,9.421279559803985,37.98742206692645,5.875843491238408,77.49344117292523,85.681715129553,825.4345446806409
6,74.24729024839785,18.340086786705523,33.10454971366937,64.9740950536342,73.29731551542787,854.612153655895
7,13.033511973847734,97.16185187478564,50.2789389175604,58.37531941851816,14.989118648472088,660.2498474987472
8,95.34237815894514,2.872702138282268,37.371278289464485,49.58051253353932,89.30163364292068,912.7859910892217
9,92.4124912359283,76.22327064908133,52.03220290421685,1.296668095495479,56.00514202952572,787.6251613118421
10,36.157376738988766,63.810684555715646,64.50828606657215,21.360925789615727,80.59177411792054,952.9486841606985
11,81.01093995943198,95.41431441107873,41.751659980485066,4.172973759344734,41.20299875396167,695.2738697949322
12,18.276312842479136,39.9167549521602,67.56098965221699,35.354957745562,66.36918814686197,854.6494512008952
13,72.38341314311303,37.06773388483817,35.0429879166112,53.53383812374928,4.97663357251591,468.57096353093414
14,69.71759625679809,30.451651674191936,63.543470772018296,17.868375156927474,86.91565720097302,943.9402874851371
15,39.96844382605214,37.221837183703386,84.44766975440322,98.47940413479758,72.8385472787108,1151.8041931418768
16,28.01506648172988,3.1472677631631973,11.775708681583053,40.54850475132415,94.66201854021504,747.887810118435
17,90.60326296810996,40.31819045717424,89.08221667026197,5.146577871829594,25.213641362713666,692.565432909325
18,95.28301878275587,58.0230803381092,82.89514435751975,53.101462039907496,83.87202442168258,1182.9205753080973
19,26.986399035210994,47.71681239922724,15.377794572577475,61.71274737906606,81.56654410196961,833.2264392467744
20,71.30134995891943,78.49030119626927,41.49272082442461,23.67504535612568,15.435218472992041,554.3367665527126
21,21.139997946318278,28.199328108260968,95.73336973936658,70.04213667218066,19.853348770187594,771.7502075695895
22,32.92122616048746,84.86008758222202,17.28156705169408,55.82284840101577,34.19044776704442,629.442127074768
23,57.88824622238201,68.50290985802393,71.76892131179198,65.39192284822033,80.53900750984731,1135.69429702866
24,27.07069190651027,19.329837884556376,81.98876033070819,99.23379282051549,85.71072534094849,1169.7442063892731
25,7.155505194344524,12.527606462890905,21.73196827133551,66.24881373486537,58.099699773895686,643.2939342601142
26,20.271473325098597,55.53109089010565,75.42421648885649,4.6822520345517376,55.46291653997035,770.75431115892
27,40.251667721210005,31.75985357293074,64.79243425199847,6.968422351934644,82.86305804541803,867.1949040080251
28,49.11570625846956,7.007580988245243,23.886314055524473,71.32174306710665,52.90363195696578,668.0456028137295
29,53.02300851485994,8.926972707924374,24.420509809379652,65.71368087547094,20.875279289842442,476.0673303907207
30,91.88388478836602,2.371323885261145,44.95707542288753,24.160373873388007,1.1909998878109507,354.9399359194363
31,70.43863340094663,56.17864105866032,70.81416013367952,50.31854903480113,97.46733301428914,1176.8196845457915
32,42.74639887853652,48.68550014189603,79.02367295702629,71.83071010708747,78.81233894160454,1116.9136109026308
33,33.90104916779699,4.620486882313646,43.64272976018794,11.693475631895778,54.3369185161253,568.9681422470543
34,34.359599780208995,28.83986438331705,70.54517589904783,65.65569686197368,65.34394475941092,939.0691355060795
